Z,mus,mup,mum,Fs,Fp,Fm,phis,phip,phim
0.133,9.45370144743831e-05,-9.20990070726924,-9.21039122750419,9.19152780619603e-05,-9.20988098624673,-9.21037159339964,0.883442028792233,2.07315624278733e-06,0.00448491257529207
0.134,9.45359413705867e-05,-9.209900707867,-9.21039122728926,9.17781253314265e-05,-9.20987995800663,-9.21037056402673,0.883432247984944,2.07297075892895e-06,0.00448528858897193
0.135,9.45348223433306e-05,-9.20990070851367,-9.21039122706513,9.16338579964593e-05,-9.20987887651928,-9.21036948131991,0.883421952072242,2.07277553786418e-06,0.00448568440541028
0.136,9.45336550793332e-05,-9.20990070921388,-9.21039122683132,9.1482112803562e-05,-9.20987773908367,-9.21036834257038,0.883411113984185,2.07257007122511e-06,0.00448610106528941
0.137,9.45324371399667e-05,-9.20990070997267,-9.21039122658737,9.13225086236896e-05,-9.20987654286784,-9.21036714493757,0.883399705238618,2.07235382448356e-06,0.00448653966358344
0.138,9.45311659673864e-05,-9.20990071079566,-9.21039122633275,9.11546456461992e-05,-9.20987528490316,-9.21036588544354,0.88338769586867,2.07212623564751e-06,0.00448700135234561
0.139,9.45298388613183e-05,-9.20990071168895,-9.21039122606693,9.09781045447949e-05,-9.20987396207865,-9.21036456096692,0.88337505434665,2.07188671389609e-06,0.004487487343634
0.14,9.45284529912583e-05,-9.20990071265933,-9.21039122578935,9.07924456156201e-05,-9.20987257113468,-9.21036316823691,0.883361747504194,2.07163463815308e-06,0.00448799891258159
0.141,9.45270053767701e-05,-9.20990071371422,-9.21039122549942,9.05972078869277e-05,-9.20987110865706,-9.21036170382682,0.883347740448477,2.07136935559455e-06,0.00448853740061759
0.142,9.45254928809096e-05,-9.20990071486179,-9.21039122519648,9.03919082013843e-05,-9.20986957107057,-9.21036016414784,0.883332996474312,2.0710901800893e-06,0.00448910421884655
0.143,9.45239122134444e-05,-9.20990071611107,-9.21039122487992,9.01760402715057e-05,-9.20986795463247,-9.21035854544224,0.88331747697197,2.07079639056983e-06,0.00448970085159244
0.144,9.45222599065611e-05,-9.20990071747196,-9.21039122454903,8.9949073708448e-05,-9.20986625542588,-9.21035684377673,0.883301141330519,2.07048722933101e-06,0.00449032886011482
0.145,9.45205323160993e-05,-9.20990071895539,-9.21039122420309,8.97104530255127e-05,-9.20986446935299,-9.21035505503549,0.883283946836485,2.07016190025441e-06,0.00449098988650466
0.146,9.45187256137243e-05,-9.2099007205734,-9.21039122384134,8.94595966175332e-05,-9.2098625921284,-9.21035317491319,0.883265848567654,2.06981956695623e-06,0.00449168565776744
0.147,9.45168357694655e-05,-9.20990072233928,-9.21039122346297,8.91958957182221e-05,-9.20986061927194,-9.21035119890798,0.883246799281783,2.06945935085571e-06,0.00449241799010143
0.148,9.4514858557379e-05,-9.20990072426757,-9.21039122306718,8.89187133365776e-05,-9.20985854610189,-9.21034912231405,0.883226749300035,2.06908032916336e-06,0.00449318879337943
0.149,9.45127895269717e-05,-9.20990072637438,-9.21039122265304,8.86273831753326e-05,-9.2098563677277,-9.21034694021462,0.883205646384893,2.06868153278457e-06,0.00449400007584206
0.15,9.45106240008342e-05,-9.2099007286774,-9.2103912222197,8.8321208534678e-05,-9.20985407904317,-9.21034464747456,0.883183435612365,2.06826194413893e-06,0.00449485394901133
0.151,9.45083570727649e-05,-9.2099007311962,-9.21039122176611,8.79994612027341e-05,-9.20985167471938,-9.21034223873308,0.88316005923822,2.06782049489247e-06,0.00449575263283296
0.152,9.45059835746752e-05,-9.20990073395225,-9.21039122129134,8.76613803400678e-05,-9.20984914919759,-9.21033970839656,0.883135456558057,2.06735606359991e-06,0.00449669846105653
